trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
21,10,3,1,Statistics_Expert,3,Verification_Expert,1,0.5107929395142957,0,0,0,0,1.3694842759641261,1.4532126852546443,0.060063721991037156,3,3,0
22,9,3,3,Verification_Expert,6,Computer_terminal,7,0.9000000000000002,0,0,0,0,1.6686928433318609,1.6411453006941765,0.036455389644387215,1,6,1
23,6,3,1,Cubing_Expert,1,Cubing_Expert,2,0.9,1,1,1,0,1.6283564616666812,1.650581100197094,0.015384799787530712,1,1,0
24,10,3,3,DataAnalysis_Expert,5,Verification_Expert,3,0.9000000000000001,0,0,0,0,1.8585241308824552,1.8488396432948764,0.0631716393917261,5,5,0
25,7,3,2,Verification_Expert,1,AnalyticalReasoning_Expert,2,0.9,0,0,0,0,1.4807215087418506,1.5519793260889088,0.10136142965610406,1,1,0
26,10,3,5,Validation_Expert,8,Computer_terminal,3,0.9000000000000001,0,0,0,0,1.4318338459351976,1.3278886627970323,0.04032318425477665,8,8,0
27,6,3,0,Lyrics_Expert,2,Lyrics_Expert,3,0.74695886256596,0,1,0,0,1.5466832017940857,1.552843717739992,0.040468658967163174,2,2,0
28,10,3,1,Filmography_Expert,1,IMDB_Ratings_Expert,4,0.9,1,0,0,0,1.2545086467228679,1.3092487440683869,0.06008714675867444,4,1,1
29,7,3,1,Verification_Expert,4,Computer_terminal,1,0.8945174526005661,0,0,0,0,1.046487910117477,1.0182897389996861,0.04034457203499019,4,4,0
30,6,3,1,Mesopotamian_Number_Systems_Expert,2,Mesopotamian_Number_Systems_Expert,4,0.7861024630218661,0,1,0,0,1.7494617635880725,1.71912431608708,0.04578825006540424,3,2,1
31,10,3,5,Validation_Expert,0,Validation_Expert,4,0.9,0,1,0,0,2.201102549664257,2.2031250604371593,0.05770773127647755,4,0,1
32,10,3,1,Verification_Expert,9,Grocery_Expert,4,0.9000000000000001,0,0,0,0,1.3386084926360724,1.5747001655179895,0.12769297857252881,1,9,1
33,6,3,0,PythonDebugging_Expert,5,PythonDebugging_Expert,1,0.5366389965597642,0,1,0,0,1.383710968225303,1.2852788499164416,0.06295453253031702,5,5,0
34,10,3,0,PythonDebugging_Expert,3,PythonDebugging_Expert,4,0.9,0,1,0,0,1.4646983989421818,1.4266594700073085,0.04475697482044727,3,3,0
35,10,3,5,MartialArts_Expert,2,NYC_Local_Expert,5,0.9000000000000002,0,0,0,0,1.1979910138518797,1.360950595680421,0.12194092001349191,2,2,0
36,9,3,7,Chess_Expert,7,Chess_Expert,1,0.5239035552652406,1,1,1,0,1.4646983989427975,1.426659330475894,0.044756862545232035,7,7,0
37,9,3,7,Reviews_Expert,3,Verification_Expert,1,0.8934832218509128,0,0,0,0,1.2345433169125342,1.3196333713361046,0.06611346386027406,3,3,0
38,8,3,6,Verification_Expert,5,Fitness_Expert,3,0.6573793815496174,0,0,0,0,1.5792667910859082,1.6371130516789756,0.0732660923958196,5,5,0
39,9,3,3,WomenInComputerScienceHistory_Expert,3,WomenInComputerScienceHistory_Expert,4,0.8999999999999999,1,1,1,0,1.9265844775939474,1.895145591410371,0.043716482727031214,3,3,0
40,10,3,1,DataExtraction_Expert,1,DataExtraction_Expert,3,0.9000000000000001,1,1,1,0,1.6961629110901448,1.6183405598268887,0.04744001697828104,1,1,0
41,10,3,0,FinancialData_Expert,4,Verification_Expert,2,0.5500516308895056,0,0,0,0,1.5713335909008714,1.5827475911574598,0.0627072499853622,4,4,0
42,10,3,4,Verification_Expert,7,Verification_Expert,4,0.9000000000000002,0,1,0,0,1.857356696777242,1.8381058110968578,0.06241280704137708,7,7,0
43,7,3,3,Culinary_Expert,4,AudioProcessing_Expert,4,0.8999999999999999,0,0,0,0,1.7430959619141642,1.710373498758436,0.04512473026523112,4,4,0
44,10,3,3,Verification_Expert,6,Verification_Expert,3,0.9,0,1,0,0,1.3837109682227355,1.285281255679379,0.06295478326857362,6,6,0
45,10,3,8,Validation_Expert,8,Validation_Expert,6,0.9,1,1,1,0,1.1524708365491272,1.3365299718420187,0.18258829007547553,8,8,0
46,6,3,1,BiblicalScholar_Expert,1,MiddleEasternHistory_Expert,3,0.9,1,0,0,0,1.579266791083006,1.637120951594203,0.07326890307423167,1,1,0
47,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,3,0.9,1,1,1,0,1.628356461666681,1.650581100197062,0.01538479978749882,0,0,0
48,10,3,1,DataVerification_Expert,4,MarioKart8Deluxe_Expert,4,0.9000000000000001,0,0,0,0,1.369484275964893,1.4532709654193883,0.060342203189066274,4,4,0
49,10,3,0,PythonDebugging_Expert,1,,0,0.10213031849713705,0,0,0,0,2.0022507830849006,2.0022313982047804,0.0004026406567444324,1,1,0
50,10,3,4,HistoricalWeatherData_Expert,7,Computer_terminal,3,0.8974053392714942,0,0,0,0,1.6819784617964726,1.6011362709301746,0.047717209205930915,7,7,0
51,6,3,0,Excel_Expert,4,DataVerification_Expert,2,0.9,0,0,0,0,1.834847193404078,1.7810933197998606,0.08168411095136952,4,4,0
52,9,3,6,BenAndJerrysFlavors_Expert,3,WebServing_Expert,3,0.8999999999999999,0,0,0,0,1.607496860648872,1.596534286650171,0.03518239341343049,3,3,0
53,6,3,4,FilmCritic_Expert,4,JamesBondFilms_Expert,3,0.8999999999999999,1,0,0,0,1.8632456043605097,1.7853107261787557,0.032379926213529586,4,4,0
54,10,3,8,Research_Expert,8,Research_Expert,3,0.5749976750639818,1,1,1,0,1.1921048660203133,1.0893460856467245,0.05410550359089983,4,8,1
55,10,3,8,Corporate_Governance_Expert,4,Corporate_Governance_Expert,4,0.9,0,1,0,0,1.8632456043605097,1.7853107261790853,0.032379926213383176,4,4,0
56,10,3,3,DataAnalysis_Expert,9,Financial_Expert,1,0.6086260121462165,0,0,0,0,2.2519576745118366,2.1362386155263677,0.05791876292123965,9,9,0
57,10,3,6,InformationVerification_Expert,5,Computer_terminal,3,0.8999999999999999,0,0,0,0,1.4523823904405433,1.380173548138095,0.03916814380391951,5,5,0
58,7,3,1,Behavioral_Expert,1,Behavioral_Expert,3,0.9000000000000001,1,1,1,0,2.5733333333333333,2.4980765030456586,0.0432629040954251,1,1,0
59,10,3,1,VideoContentAnalysis_Expert,0,VideoContentAnalysis_Expert,2,0.6690500581143349,0,1,0,0,1.069108949686772,1.3106200222343303,0.12918233669852885,0,0,0
60,7,3,2,Verification_Expert,3,Computer_terminal,1,0.9,0,0,0,0,1.8632456043605097,1.7853107261787171,0.03237992621340979,3,3,0
61,7,3,0,Library_Database_Expert,6,Library_Database_Expert,2,0.9,0,1,0,0,1.743006526644201,1.7101088992776954,0.045021709309284286,6,6,0
62,10,3,5,Federico_Lauria_Expert,8,Federico_Lauria_Expert,5,0.8898977724023833,0,1,0,0,1.0271859011694915,1.0235517238616207,0.02245801998539286,3,8,1
63,10,3,8,DataVerification_Expert,8,DataVerification_Expert,2,0.8999999999999999,1,1,1,0,1.9042494319844936,1.8599354114067643,0.03715191139522063,8,8,0
64,5,3,1,Verification_Expert,1,Verification_Expert,3,0.8999999999999999,1,1,1,0,1.8790481112570019,1.800293795356043,0.03397739306279257,1,1,0
65,5,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,2.5733333333333333,2.498076503045667,0.043262904095414556,1,1,0
66,5,3,1,PublicationData_Expert,2,Computer_terminal,3,0.8756673206246856,0,0,0,0,1.6972253113134959,1.6184682445546026,0.047541893694015125,2,2,0
67,10,3,1,SpeciesSightingsData_Expert,1,SpeciesSightingsData_Expert,2,0.6172582331475842,1,1,1,0,1.2951881270424717,1.4256661803241597,0.0790257332417133,1,1,0
68,6,3,1,VideoContentAnalysis_Expert,3,,0,0.4628986049574583,0,0,0,0,1.4378726442967669,1.339590499020621,0.042896147949782214,5,3,1
69,7,3,1,VideoAnalysis_Expert,1,Validation_Expert,5,0.9000000000000001,1,0,0,0,1.6074968606494755,1.5965333699861475,0.03518199718057699,1,1,0
70,10,3,0,PythonDebugging_Expert,4,PythonDebugging_Expert,1,0.5493334250403129,0,1,0,0,1.1976453889206211,1.1009762151900537,0.04466569606749937,4,4,0
71,8,3,6,Verification_Expert,6,Bioinformatics_Expert,4,0.7292138651361553,1,0,0,0,1.1984872227863175,1.3033365632194205,0.08416633853180788,1,6,1
72,10,3,2,Validation_Expert,9,Computer_terminal,2,0.9000000000000001,0,0,0,0,1.4437013319543928,1.3535166276153165,0.03960154875899424,9,9,0
73,10,3,8,Verification_Expert,0,DataAnalysis_Expert,3,0.9000000000000002,0,0,0,0,1.954838136661418,1.8502976658054129,0.05841290957171463,0,0,0
74,10,3,6,Geometry_Expert,0,Geometry_Expert,4,0.9000000000000001,0,1,0,0,1.925420465650519,1.8770310969191835,0.03703008690176479,0,0,0
75,9,3,5,Verification_Expert,3,DataCollection_Expert,2,0.9,0,0,0,0,1.474194087329066,1.534065910989331,0.09311949941995495,3,3,0
76,6,3,0,DataAnalysis_Expert,0,DataAnalysis_Expert,3,0.8999999999999998,1,1,1,0,2.252799999999411,2.2240748546329487,0.026801610637341322,0,0,0
77,10,3,4,ModelEvaluation_Interpretation_Expert,6,Physics_Expert,8,0.8975734838543166,0,0,0,0,1.0290427346367859,1.0183515083865267,0.04351179350171708,8,6,1
78,10,3,8,API_Expert,8,API_Expert,3,0.9,1,1,1,0,1.9131843484828086,1.8664155247510341,0.035890490985292955,3,8,1
79,10,3,1,MilitaryHistory_Expert,9,Whitney_Collection_Expert,7,0.9000000000000001,0,0,0,0,1.1303676598518115,1.1901375595667547,0.16073534928253008,9,9,0
80,10,3,8,InformationExtraction_Expert,3,,0,0.4996745119753389,0,0,0,0,1.6814529596219299,1.600590046590855,0.047724547567119635,3,3,0
81,10,3,1,WebDevelopment_Expert,0,Web_Design_Expert,2,0.7067287052893877,0,0,0,0,1.3012708634365753,1.3251001338213741,0.0564072441900863,0,0,0
82,10,3,4,ArtHistory_Expert,4,ArtHistory_Expert,3,0.8909114397679874,1,1,1,0,1.0106021954338509,1.0091095553337945,0.009537758094108173,4,4,0
83,10,3,0,ISBNCheckDigit_Expert,0,ISBNCheckDigit_Expert,1,0.6852231274173625,1,1,1,0,1.9838381695072946,1.9555571997875165,0.08068842811246973,0,0,0
84,10,3,3,WebServing_Expert,3,Validation_Expert,4,0.9000000000000001,1,0,0,0,1.7191535496834776,1.6526384846560151,0.04656496423564127,3,3,0
85,8,3,5,CorporateHistory_IPOs_MondayCom_Expert,5,CorporateHistory_IPOs_MondayCom_Expert,1,0.5490406851540738,1,1,1,0,1.6074968606465523,1.5965330949486967,0.03518203412833132,5,5,0
86,10,3,8,Blu-Ray_Expert,0,,0,0.2698699606057935,0,0,0,0,2.2476916884421834,2.2217308229298984,0.026796211278516655,0,0,0
87,7,3,3,Verification_Expert,5,WebServing_Expert,4,0.9000000000000001,0,0,0,0,1.6972062957185212,1.6184429293194718,0.047542305846508134,5,5,0
88,9,3,1,Music_Critic_Expert,4,MusicHistorian_Expert,4,0.8851114354373398,0,0,0,0,1.1893033522574399,1.0730194803002533,0.0386276259606505,4,4,0
89,8,3,4,Verification_Expert,4,Verification_Expert,2,0.8922272831065405,1,1,1,0,1.4662611152755998,1.508434721368094,0.07781775469494262,4,4,0
90,8,3,4,Locomotive_Expert,4,Locomotive_Expert,2,0.7437631677304467,1,1,1,0,1.5674398620142043,1.5647405345800107,0.03937178557835119,4,4,0
91,10,3,5,MusicTheory_Expert,5,Verification_Expert,4,0.8999999999999999,1,0,0,0,1.463824137932641,1.49400107723178,0.07412987581505848,5,5,0
92,10,3,4,AlgorithmDesign_Expert,4,Computer_terminal,4,0.9000000000000001,1,0,0,0,2.218769424830784,2.1789199996417503,0.04249011575260986,4,4,0
93,7,3,1,Data_Collection_Expert,1,Data_Collection_Expert,4,0.8999999999999999,1,1,1,0,1.484425579102906,1.5050484080061373,0.07328302093427319,1,1,0
94,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,2,0.9000000000000001,1,1,1,0,1.905024537883949,1.8603665026757783,0.03713031223168563,0,0,0
95,10,3,1,DataExtraction_Expert,6,,0,0.49299658106347405,0,0,0,0,1.7106039616340667,1.6385553208929828,0.04662180451084308,6,6,0
96,8,3,2,Tickets_Pricing_Expert,3,Tickets_Pricing_Expert,3,0.8999999999999999,0,1,0,0,1.4545118202850005,1.3899499183474247,0.03849855455401241,3,3,0
97,10,3,7,Poetry_Expert,7,Poetry_Expert,2,0.9000000000000001,1,1,1,0,1.1976453889102028,1.100977730759461,0.044671677396348766,7,7,0
98,7,3,0,JSON_Expert,4,,0,0.32871280995369767,0,0,0,0,1.9396406868594176,1.8850540004453107,0.09119364678219677,4,4,0
99,6,3,2,Polish_TV_Series_Expert,2,Polish_TV_Series_Expert,2,0.663405449533231,1,1,1,0,1.6074968606495084,1.5965346562901173,0.035182261586598096,2,2,0
100,8,3,2,HawaiiRealEstate_Expert,2,HawaiiRealEstate_Expert,2,0.8999999999999999,1,1,1,0,1.425688891754243,1.3174287707823984,0.04060691073844214,2,2,0
101,8,3,0,PythonDebugging_Expert,4,Verification_Expert,1,0.6315381423097511,0,0,0,0,1.4665611736043798,1.5102171937423414,0.07821802350360607,4,4,0
102,10,3,1,WaybackMachine_Expert,3,MenuAnalysis_Expert,3,0.9,0,0,0,0,1.3690421733608118,1.4531146468930798,0.06022079838162078,3,3,0
103,7,3,1,Debugging_Expert,6,Verification_Expert,1,0.5330561240842298,0,0,0,0,1.7423998082369043,1.7095989458475769,0.045119352429552895,6,6,0
104,10,3,1,Data_Retrieval_Expert,2,,0,0.4779132079687767,0,0,0,0,1.2317768102158753,1.3062275499208589,0.06250764745357706,2,2,0
105,10,3,5,WebServing_Expert,0,WebServing_Expert,3,0.9000000000000001,0,1,0,0,1.6164195666465795,1.6053997418566142,0.03572899186850573,0,0,0
106,10,3,2,Culinary_Awards_Expert,7,Ali_Khan_Shows_and_New_Mexican_Cuisine_Expert,3,0.9000000000000001,0,0,0,0,1.6807843955109834,1.5998939235839993,0.04772652031375602,7,7,0
107,9,3,0,DataAnalysis_Expert,6,Computer_terminal,3,0.9000000000000001,0,0,0,0,1.6586372317869846,1.6464216270987149,0.03809091421892952,6,6,0
108,6,3,1,Verification_Expert,2,Computer_terminal,1,0.9000000000000001,0,0,0,0,1.628356461669575,1.650464359707935,0.015441796405559885,2,2,0
109,10,3,6,Boggle_Board_Expert,4,Boggle_Board_Expert,2,0.8999999999999998,0,1,0,0,1.905024537883949,1.8603665026756484,0.03713031223167075,4,4,0
110,10,3,5,Clinical_Trial_Data_Analysis_Expert,5,Clinical_Trial_Data_Analysis_Expert,4,0.9000000000000001,1,1,1,0,1.6972253113135478,1.618468214946829,0.047541855917411335,5,5,0
111,10,3,9,Neurology_Expert,7,Literature_Expert,2,0.5493095041362455,0,0,0,0,1.1976453889342558,1.1009021729890034,0.04457488494954431,7,7,0
112,10,3,8,Vegan_Food_Expert,9,Verification_Expert,1,0.885028608010022,0,0,0,0,1.324888087547912,1.3252876315366269,0.05043878946097047,9,9,0
113,10,3,2,WikipediaHistory_Expert,7,WikipediaHistory_Expert,5,0.8946682524957373,0,1,0,0,1.222362694425137,1.2078352064977556,0.043212272041514344,7,7,0
114,9,3,5,DataVerification_Expert,6,Geography_Expert,2,0.9,0,0,0,0,1.2000344146808126,1.11023378445387,0.04549309706271835,6,6,0
115,9,3,3,DataVerification_Expert,2,DataVerification_Expert,6,0.9000000000000001,0,1,0,0,1.5900259350900345,1.5770554908755732,0.02935819985095786,2,2,0
116,10,3,1,GIS_DataAnalysis_Expert,1,AquaticEcosystems_InvasiveSpecies_Expert,4,0.9,1,0,0,0,1.1976453889234242,1.1009709454041303,0.044663700328970386,1,1,0
117,10,3,7,DataAnalysis_Expert,7,DataAnalysis_Expert,2,0.8999999999999999,1,1,1,0,1.7430959619151807,1.7103734690828043,0.04512469021266366,7,7,0
118,10,3,0,Debugging_Problem_Solving_Expert,7,Debugging_Problem_Solving_Expert,3,0.7131751033771634,0,1,0,0,1.2466314377463104,1.873507292278978,0.21628901526479194,7,7,0
119,6,3,1,Verification_Expert,1,Verification_Expert,2,0.9,1,1,1,1,3.0,3.0,0.0,1,1,0
120,10,3,2,Movie_Expert,2,Movie_Expert,2,0.9000000000000002,1,1,1,0,1.79743663063886,1.73333351349906,0.03163410208552342,2,2,0
121,10,3,3,Church_Historian_Expert,1,Art_Historian_Expert,4,0.7849582517291899,0,0,0,0,1.0445297306258912,1.061137109234813,0.0881279683464409,9,1,1
122,10,3,4,MerriamWebsterWordOfTheDay_Historian_Expert,8,Verification_Expert,1,0.9,0,0,0,0,1.4748880172140786,1.5370073549213814,0.09368251808209072,8,8,0
123,7,3,2,Research_Expert,3,Literature_Expert,4,0.9,0,0,0,0,1.186253298953715,1.3792053806327762,0.05222848223757526,3,3,0
124,5,3,1,GameTheory_Expert,2,VerificationExpert,3,0.6850550606629364,0,0,0,0,1.489468497948007,1.5697245645890798,0.1093140253366216,2,2,0
125,10,3,8,WebServing_Expert,0,WebServing_Expert,7,0.9,0,1,0,0,1.4158427473324666,1.3024146665097276,0.04142617044533327,4,0,1
