trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
17,10,3,5,AcademicPublication_Expert,4,AcademicPublication_Expert,3,0.9342637241017139,0,1,0,0,1.4221721600000001,1.4030982807196455,0.899999,4,4,0
18,10,3,3,BingAPI_Expert,1,BingAPI_Expert,3,0.9,0,1,0,0,1.6448000000000005,1.6389040093057479,0.03242524279947903,1,1,0
19,10,3,5,Validation_Expert,0,AlgorithmDesign_Expert,3,0.9,0,0,0,1,1.8496000000000004,1.8496000000000004,0.0,0,0,0
20,10,3,4,Statistics_Expert,0,Statistics_Expert,4,0.9,0,1,0,1,1.7216000000000005,1.7216000000000005,0.0,0,0,0
21,10,3,1,Statistics_Expert,3,Verification_Expert,1,0.8406486385827124,0,0,0,0,2.08,2.08,0.059351361417287585,3,3,0
22,9,3,3,Verification_Expert,1,Computer_terminal,6,0.9,0,0,0,0,2.08,2.08,0.038853507498442456,1,1,0
23,6,3,1,Cubing_Expert,1,Cubing_Expert,2,0.9,1,1,1,1,2.2800000000000002,2.2800000000000002,0.0,1,1,0
24,10,3,3,DataAnalysis_Expert,5,Verification_Expert,2,0.9,0,0,0,0,1.9973120000000002,2.008214942922883,0.07806369168934113,5,5,0
25,7,3,2,Verification_Expert,1,AnalyticalReasoning_Expert,2,0.9,0,0,0,1,2.152,2.152,0.0,1,1,0
26,10,3,5,Validation_Expert,0,Computer_terminal,3,0.9,0,0,0,0,2.0096000000000003,2.0096000000000003,0.04608519722304336,0,0,0
27,6,3,0,Lyrics_Expert,1,MusicHistorian_Expert,3,0.9,0,0,0,0,2.08,2.08,0.038853507498442456,1,1,0
28,10,3,1,Filmography_Expert,1,IMDB_Ratings_Expert,5,0.9,1,0,0,1,1.9520000000000004,1.9520000000000004,0.0,1,1,0
29,7,3,1,Verification_Expert,1,Verification_Expert,3,0.9548638110621431,1,1,1,0,1.7715200000000002,1.7433467963766007,0.05941616299804031,1,1,0
30,6,3,1,Mesopotamian_Number_Systems_Expert,4,Mesopotamian_Number_Systems_Expert,4,0.9716020824881204,0,1,0,0,2.2720000000000002,2.2147183340095036,0.07160208248812039,1,4,1
31,10,3,5,Validation_Expert,0,Validation_Expert,4,0.9,0,1,0,0,2.512,2.512,0.10381873091547889,0,0,0
32,10,3,1,Verification_Expert,0,Geography_Expert,4,0.9,0,0,0,1,2.024,2.024,0.0,0,0,0
33,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,2,0.9,1,1,1,1,1.8496000000000004,1.8496000000000004,0.0,0,0,0
34,10,3,0,PythonDebugging_Expert,2,Verification_Expert,4,0.9,0,0,0,0,2.112,2.112,0.07806369168940963,0,2,1
35,10,3,5,MartialArts_Expert,2,NYC_Local_Expert,5,0.9,0,0,0,1,1.9216000000000002,1.9216000000000002,0.0,2,2,0
36,9,3,7,Chess_Expert,7,Chess_Expert,1,0.9,1,1,1,0,2.112,2.112,0.04608519722304336,7,7,0
37,9,3,7,Reviews_Expert,7,Reviews_Expert,2,0.9,1,1,1,0,1.9167744000000002,1.877118594125732,0.05421563872254647,3,7,1
38,8,3,6,Verification_Expert,3,Fitness_Expert,3,0.9,0,0,0,1,2.152,2.152,0.0,3,3,0
39,9,3,3,WomenInComputerScienceHistory_Expert,0,WomenInComputerScienceHistory_Expert,4,0.9,0,1,0,1,2.3120000000000003,2.3120000000000003,0.0,0,0,0
40,10,3,1,DataExtraction_Expert,3,DataExtraction_Expert,3,0.9716020824881144,0,1,0,0,2.1136000000000004,2.0563183340095086,0.0716020824881144,1,3,1
41,10,3,0,FinancialData_Expert,8,FinancialData_Expert,2,0.9548638110621677,0,1,0,0,2.0966400000000003,2.0685497287361705,0.054863811062167644,4,8,1
42,10,3,4,Verification_Expert,1,Verification_Expert,4,0.9,0,1,0,1,2.3120000000000003,2.3120000000000003,0.0,1,1,0
43,7,3,3,Culinary_Expert,0,AudioProcessing_Expert,4,0.9,0,0,0,1,2.3120000000000003,2.3120000000000003,0.0,0,0,0
44,10,3,3,Verification_Expert,0,OpenCV_Expert,3,0.9,0,0,0,1,1.8496000000000004,1.8496000000000004,0.0,0,0,0
45,10,3,8,Validation_Expert,0,Validation_Expert,5,0.9,0,1,0,0,1.6725980160000002,1.5603464230686142,0.1006516286724316,0,0,0
46,6,3,1,BiblicalScholar_Expert,1,MiddleEasternHistory_Expert,3,0.9,1,0,0,1,2.152,2.152,0.0,1,1,0
47,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,3,0.9,1,1,1,1,2.2800000000000002,2.2800000000000002,0.0,0,0,0
48,10,3,1,DataVerification_Expert,0,MarioKart8Deluxe_Expert,4,0.9,0,0,0,0,2.08,2.08,0.03885350749833606,0,0,0
49,10,3,0,PythonDebugging_Expert,0,,0,0.1,1,0,0,0,2.262144,2.262144,0.05399258389959482,0,0,0
50,10,3,4,HistoricalWeatherData_Expert,9,HistoricalWeatherData_Expert,3,0.9330685930148581,0,1,0,0,2.0490368,2.040368066752713,0.033068593014858094,6,9,1
51,6,3,0,Excel_Expert,1,Computer_terminal,2,0.9,0,0,0,1,2.3120000000000003,2.3120000000000003,0.0,1,1,0
52,9,3,6,BenAndJerrysFlavors_Expert,3,WebServing_Expert,3,0.9,0,0,0,0,2.24,2.24,0.07806369168913829,0,3,1
53,6,3,4,FilmCritic_Expert,4,JamesBondFilms_Expert,3,0.9,1,0,0,0,2.4000000000000004,2.4000000000000004,0.07806369168940963,1,4,1
54,10,3,8,Research_Expert,5,Research_Expert,3,0.9395853396573866,0,1,0,0,1.8003584000000001,1.7873870759010677,0.03958533965738653,4,5,1
55,10,3,8,Corporate_Governance_Expert,4,Corporate_Governance_Expert,4,0.9,0,1,0,0,2.4000000000000004,2.4000000000000004,0.07806369168940963,0,4,1
56,10,3,3,DataAnalysis_Expert,9,Financial_Expert,1,0.9,0,0,0,0,2.464,2.4585028210289064,0.02748589485546854,9,9,0
57,10,3,6,InformationVerification_Expert,4,DataAnalysis_Expert,3,0.9463136490486826,0,0,0,0,1.9496345600000002,1.9410290085843172,0.07806369168934957,4,4,0
58,7,3,1,Behavioral_Expert,1,Behavioral_Expert,3,0.9,1,1,1,0,2.8,2.8,0.05399258389959482,1,1,0
59,10,3,1,VideoContentAnalysis_Expert,0,VideoContentAnalysis_Expert,1,0.9,0,1,0,0,1.7490432000000005,1.7226892233765234,0.040631078259244946,0,0,0
60,7,3,2,Verification_Expert,3,Computer_terminal,1,0.9,0,0,0,0,2.4000000000000004,2.4000000000000004,0.04608519722304336,3,3,0
61,7,3,0,Library_Database_Expert,3,Computer_terminal,2,0.9,0,0,0,0,2.29664,2.274366676754562,0.04683611166246651,3,3,0
62,10,3,5,Federico_Lauria_Expert,3,Federico_Lauria_Expert,5,0.9,0,1,0,1,1.6553600000000004,1.6553600000000004,0.0,3,3,0
63,10,3,8,DataVerification_Expert,2,WebServing_Expert,2,0.9,0,0,0,0,2.395968,2.3691247984597075,0.04472796386350558,2,2,0
64,5,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,2.3680000000000003,2.0411374979790446,0.899999,0,1,1
65,5,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,2.8,2.8,0.05399258389959482,1,1,0
66,5,3,1,PublicationData_Expert,0,DataAnalysis_Expert,3,0.9,0,0,0,1,2.2096,2.2096,0.0,0,0,0
67,10,3,1,SpeciesSightingsData_Expert,1,SpeciesSightingsData_Expert,2,0.9,1,1,1,0,1.8213376000000001,1.7856026100900402,0.05195425688328703,1,1,0
68,6,3,1,VideoContentAnalysis_Expert,0,,0,0.1,0,0,0,1,2.0496000000000003,2.0496000000000003,0.0,0,0,0
69,7,3,1,VideoAnalysis_Expert,1,Validation_Expert,5,0.9,1,0,0,0,2.24,2.24,0.07806369168913829,1,1,0
70,10,3,0,PythonDebugging_Expert,2,PythonDebugging_Expert,2,0.9,0,1,0,1,1.8496000000000004,1.8496000000000004,0.0,2,2,0
71,8,3,6,Verification_Expert,5,Bioinformatics_Expert,4,0.9521757331225785,0,0,0,0,1.8376320000000002,1.791349345253043,0.052175733122578505,1,5,1
72,10,3,2,Validation_Expert,8,DataExtraction_Expert,2,0.9,0,0,0,0,1.9973120000000002,2.008214942922883,0.04608519722301948,8,8,0
73,10,3,8,Verification_Expert,0,DataAnalysis_Expert,3,0.9,0,0,0,0,2.4000000000000004,2.4000000000000004,0.07806369168940963,0,0,0
74,10,3,6,Geometry_Expert,0,Geometry_Expert,4,0.9,0,1,0,1,2.4400000000000004,2.4400000000000004,0.0,0,0,0
75,9,3,5,Verification_Expert,3,DataCollection_Expert,2,0.9,0,0,0,0,2.0969088,2.0374552431585267,0.07564606033855978,3,3,0
76,6,3,0,DataAnalysis_Expert,0,DataAnalysis_Expert,3,0.9,1,1,1,0,2.64,2.64,0.10381873091577942,0,0,0
77,10,3,4,ModelEvaluation_Interpretation_Expert,4,ModelEvaluation_Interpretation_Expert,5,0.9261297529078685,1,1,1,1,1.2902400000000003,0.8650752000000004,0.899999,6,4,1
78,10,3,8,API_Expert,2,API_Expert,3,0.9,0,1,0,0,2.4208000000000003,2.3803341734492984,0.06322785398547154,2,2,0
79,10,3,1,MilitaryHistory_Expert,6,Whitney_Collection_Expert,5,0.9339878786236239,0,0,0,0,1.4667577344000002,1.365480435594994,0.05557478668796986,0,6,1
80,10,3,8,InformationExtraction_Expert,0,,0,0.1,0,0,0,0,1.99732103168,1.8874680837771889,0.058661422467722546,0,0,0
81,10,3,1,WebDevelopment_Expert,6,Web_Design_Expert,2,0.9632278539854549,0,0,0,0,1.9200000000000004,1.8795341734493092,0.06322785398545483,0,6,1
82,10,3,4,ArtHistory_Expert,8,Computer_terminal,3,0.9435720488026612,0,0,0,0,1.5219376128000002,1.4743708152018933,0.04357204880266773,4,8,1
83,10,3,0,ISBNCheckDigit_Expert,0,ISBNCheckDigit_Expert,1,0.9,1,1,1,0,2.112,2.112,0.04608519722304336,0,0,0
84,10,3,3,WebServing_Expert,3,Validation_Expert,4,0.9,1,0,0,0,2.1424256,2.0716029141134875,0.10609975375398961,3,3,0
85,8,3,5,CorporateHistory_IPOs_MondayCom_Expert,5,CorporateHistory_IPOs_MondayCom_Expert,1,0.9,1,1,1,0,2.24,2.24,0.04608519722294882,5,5,0
86,10,3,8,Blu-Ray_Expert,8,,0,0.13150509234728494,1,0,0,0,2.546304,2.582089401354157,0.05399258389960607,0,8,1
87,7,3,3,Verification_Expert,0,WebServing_Expert,4,0.9,0,0,0,0,2.197312,2.1673592981977117,0.05614126003907882,0,0,0
88,9,3,1,Music_Critic_Expert,2,DataVerification_Expert,3,0.9,0,0,0,1,1.7676800000000004,1.7676800000000004,0.0,2,2,0
89,8,3,4,Verification_Expert,5,Computer_terminal,2,0.9,0,0,0,0,2.1118592,2.054970060816082,0.04989754119852452,4,5,1
90,8,3,4,Locomotive_Expert,4,Locomotive_Expert,2,0.9,1,1,1,0,2.08,2.08,0.059351361417287585,2,4,1
91,10,3,5,MusicTheory_Expert,5,Verification_Expert,4,0.9,1,0,0,0,2.0522112000000003,1.9892311901667512,0.07555083961046383,5,5,0
92,10,3,4,AlgorithmDesign_Expert,4,Computer_terminal,4,0.9,1,0,0,1,2.4400000000000004,2.4400000000000004,0.0,4,4,0
93,7,3,1,Data_Collection_Expert,0,Data_Collection_Expert,4,0.9,0,1,0,0,2.1366400000000003,2.07011254467448,0.12993643618265627,0,0,0
94,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,2,0.9,1,1,1,1,2.4400000000000004,2.4400000000000004,0.0,0,0,0
95,10,3,1,DataExtraction_Expert,4,,0,0.16107735333269188,0,0,0,0,2.1424256,2.0858318865797667,0.07008040282955119,0,4,1
96,8,3,2,Tickets_Pricing_Expert,7,Verification_Expert,3,0.9468967749145691,0,0,0,0,1.9932160000000003,1.9740070809949928,0.07806369168922989,3,7,1
97,10,3,7,Poetry_Expert,3,Poetry_Expert,3,0.9,0,1,0,1,1.8496000000000004,1.8496000000000004,0.0,3,3,0
98,7,3,0,JSON_Expert,0,,0,0.1,1,0,0,1,2.2096,2.2096,0.0,0,0,0
99,6,3,2,Polish_TV_Series_Expert,1,PolishLanguage_Expert,2,0.8219363083108617,0,0,0,0,2.24,2.24,0.07806369168913829,1,1,0
100,8,3,2,HawaiiRealEstate_Expert,2,HawaiiRealEstate_Expert,2,0.9,1,1,1,0,2.0096000000000003,2.0096000000000003,0.04608519722304336,2,2,0
101,8,3,0,PythonDebugging_Expert,4,Verification_Expert,1,0.9,0,0,0,1,2.152,2.152,0.0,4,4,0
102,10,3,1,WaybackMachine_Expert,3,MenuAnalysis_Expert,3,0.9,0,0,0,0,2.0544000000000002,2.0509572971178045,0.021516893013722324,3,3,0
103,7,3,1,Debugging_Expert,6,Verification_Expert,1,0.9,0,0,0,0,2.2720000000000002,2.251531891881613,0.02089537084089245,6,6,0
104,10,3,1,Data_Retrieval_Expert,2,Computer_terminal,1,0.9,0,0,0,0,1.9217408000000002,1.9036051160940195,0.034975551708494534,2,2,0
105,10,3,5,WebServing_Expert,0,WebServing_Expert,3,0.9,0,1,0,0,2.2032,2.094505984263929,0.16412212844100593,0,0,0
106,10,3,2,Culinary_Awards_Expert,3,Ali_Khan_Shows_and_New_Mexican_Cuisine_Expert,3,0.9,0,0,0,1,2.0097152,2.0097152,0.0,3,3,0
107,9,3,0,DataAnalysis_Expert,0,DataAnalysis_Expert,3,0.9,1,1,1,1,2.1392,2.083028481305432,0.12405246553329141,0,0,0
108,6,3,1,Verification_Expert,2,Computer_terminal,1,0.9,0,0,0,1,2.2800000000000002,2.2800000000000002,0.0,2,2,0
109,10,3,6,Boggle_Board_Expert,4,Boggle_Board_Expert,2,0.9,0,1,0,1,2.4400000000000004,2.4400000000000004,0.0,4,4,0
110,10,3,5,Clinical_Trial_Data_Analysis_Expert,1,Clinical_Trial_Data_Analysis_Expert,4,0.9,0,1,0,1,2.2096,2.2096,0.0,1,1,0
111,10,3,9,Neurology_Expert,6,Computer_terminal,3,0.9,0,0,0,1,1.8496000000000004,1.8496000000000004,0.0,6,6,0
112,10,3,8,Vegan_Food_Expert,9,Verification_Expert,2,0.864989941509425,0,0,0,0,1.8577510400000001,1.7077867535047118,0.13675204406652053,9,9,0
113,10,3,2,WikipediaHistory_Expert,0,WikipediaHistory_Expert,4,0.9,0,1,0,0,1.7545728000000003,1.7361389812241264,0.048080169231369485,0,0,0
114,9,3,5,DataVerification_Expert,4,Fashion_Vogue_Expert,3,0.9,0,0,0,1,1.8496000000000004,1.8496000000000004,0.0,4,4,0
115,9,3,3,DataVerification_Expert,2,DataVerification_Expert,6,0.9,0,1,0,1,1.9200000000000004,1.7920000000000003,0.899999,1,2,1
116,10,3,1,GIS_DataAnalysis_Expert,0,AquaticEcosystems_InvasiveSpecies_Expert,5,0.9,0,0,0,1,1.8496000000000004,1.8496000000000004,0.0,0,0,0
117,10,3,7,DataAnalysis_Expert,7,DataAnalysis_Expert,2,0.9,1,1,1,1,2.3120000000000003,2.3120000000000003,0.0,7,7,0
118,10,3,0,Debugging_Problem_Solving_Expert,0,Debugging_Problem_Solving_Expert,3,0.9,1,1,1,0,1.9940000000000002,1.9628478693334543,0.031152130666545957,0,0,0
119,6,3,1,Verification_Expert,1,Verification_Expert,2,0.9,1,1,1,1,3.0,3.0,0.0,1,1,0
120,10,3,2,Movie_Expert,2,Movie_Expert,2,0.9,1,1,1,0,2.24,2.24,0.04608519722294882,2,2,0
121,10,3,3,Church_Historian_Expert,1,Art_Historian_Expert,3,0.9,0,0,0,1,1.7216000000000005,1.7216000000000005,0.0,1,1,0
122,10,3,4,MerriamWebsterWordOfTheDay_Historian_Expert,8,Verification_Expert,1,0.9,0,0,0,0,2.1366400000000003,2.1068075004743543,0.0468361116624349,8,8,0
123,7,3,2,Research_Expert,4,Literature_Expert,4,0.9159609824066404,0,0,0,0,1.8432000000000004,1.4141440000000003,0.899999,0,4,1
124,5,3,1,GameTheory_Expert,1,VerificationExpert,3,0.9,1,0,0,1,2.152,2.152,0.0,1,1,0
125,10,3,8,WebServing_Expert,0,WebServing_Expert,7,0.9,0,1,0,0,1.9484800000000002,1.8396800000000002,0.17308841231367988,0,0,0
