trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
36,9,3,7,Chess_Expert,7,Chess_Expert,1,0.5079045259848529,1,1,1,0,1.300331408029116,1.1976978974215748,0.03984236679955062,7,7,0
37,9,3,7,Reviews_Expert,3,Verification_Expert,1,0.8993847382146818,0,0,0,0,1.0646232836771095,1.046438403348224,0.052286041536576414,3,3,0
38,8,3,6,Verification_Expert,4,Fitness_Expert,3,0.7201724659657476,0,0,0,0,1.3554030770090302,1.5849412691081897,0.1456440385272475,5,4,1
39,9,3,3,WomenInComputerScienceHistory_Expert,3,WomenInComputerScienceHistory_Expert,4,0.9,1,1,1,0,1.7337144610995299,1.7223794510602066,0.07626838962204918,3,3,0
40,10,3,1,DataExtraction_Expert,1,DataExtraction_Expert,3,0.9,1,1,1,0,1.5975887459413665,1.5002955757316525,0.05039861217113095,1,1,0
41,10,3,0,FinancialData_Expert,4,Verification_Expert,2,0.5474466873944264,0,0,0,0,1.3499402966634038,1.3429226538649253,0.06788800914855092,4,4,0
42,10,3,4,Verification_Expert,1,Verification_Expert,4,0.9,0,1,0,0,1.6851138113858595,1.6399823787065244,0.06068887239922183,1,1,0
43,7,3,3,Culinary_Expert,4,AudioProcessing_Expert,4,0.9,0,0,0,0,1.6277730515542823,1.5380227686191854,0.05018933867677863,4,4,0
44,10,3,3,Verification_Expert,6,Verification_Expert,2,0.9,0,1,0,0,1.2136406617011526,1.170596119091449,0.2765903812186703,6,6,0
45,10,3,8,Validation_Expert,1,Validation_Expert,6,0.9020763638503884,0,1,0,0,1.0470545672998561,1.0317080702198038,0.041433061504982494,8,1,1
46,6,3,1,BiblicalScholar_Expert,1,MiddleEasternHistory_Expert,3,0.9,1,0,0,0,1.3554030770096097,1.5849420777753453,0.145636319303676,1,1,0
47,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,3,0.9,1,1,1,0,1.399007017708166,1.6352321298901118,0.09715227444856966,0,0,0
48,10,3,1,DataVerification_Expert,4,MarioKart8Deluxe_Expert,4,0.9,0,0,0,0,1.1251446798817504,1.4028399635024356,0.1143832353717705,4,4,0
49,10,3,0,PythonDebugging_Expert,0,,0,0.1,1,0,0,0,2.001143847745558,2.0011377990551122,0.00019650264801557293,7,0,1
50,10,3,4,HistoricalWeatherData_Expert,6,Statistics_Expert,3,0.8998412095157113,0,0,0,0,1.5985832396489716,1.5050520135191636,0.05075165702165184,6,6,0
51,6,3,0,Excel_Expert,4,DataVerification_Expert,2,0.9,0,0,0,0,1.7291902686350442,1.6117814192865696,0.09500297329719698,4,4,0
52,9,3,6,BenAndJerrysFlavors_Expert,3,WebServing_Expert,3,0.9,0,0,0,0,1.3751818372873998,1.4157719831343323,0.05549319438442302,3,3,0
53,6,3,4,FilmCritic_Expert,4,JamesBondFilms_Expert,3,0.9,1,0,0,0,1.6280486402490493,1.6007151902321357,0.025831566870706313,4,4,0
54,10,3,8,Research_Expert,8,Research_Expert,3,0.8528790793784249,1,1,1,0,1.0532960108459841,1.0659771940333884,0.07906873840580556,4,8,1
55,10,3,8,Corporate_Governance_Expert,4,Corporate_Governance_Expert,4,0.9,0,1,0,0,1.628048640249049,1.600716213475561,0.02583224104068127,4,4,0
56,10,3,3,DataAnalysis_Expert,9,Financial_Expert,1,0.6340576933407502,0,0,0,0,2.0678452580594255,1.9642062345801468,0.0490176935916663,9,9,0
57,10,3,6,InformationVerification_Expert,5,Computer_terminal,2,0.9,0,0,0,0,1.2954318706911039,1.185641544506101,0.0421131417281074,5,5,0
58,7,3,1,Behavioral_Expert,1,Behavioral_Expert,3,0.9,1,1,1,0,2.473322110238267,2.392598160954603,0.04033461424661622,1,1,0
59,10,3,1,VideoContentAnalysis_Expert,0,VideoContentAnalysis_Expert,2,0.9011454917693413,0,1,0,0,1.0239470734508744,1.0195088814329536,0.01749136384686678,0,0,0
60,7,3,2,Verification_Expert,3,Computer_terminal,1,0.9,0,0,0,0,1.6280486402490493,1.600715610002909,0.02583241468302544,3,3,0
61,7,3,0,Library_Database_Expert,6,Library_Database_Expert,2,0.9,0,1,0,0,1.627697247819319,1.5379172504861147,0.05019354127199389,6,6,0
62,10,3,5,Federico_Lauria_Expert,3,Federico_Lauria_Expert,5,0.9005823985874846,0,1,0,0,1.01265588787022,1.0115942597704148,0.006613426497371677,3,3,0
63,10,3,8,DataVerification_Expert,8,DataVerification_Expert,2,0.9,1,1,1,0,1.7181030183695438,1.702082393840274,0.05105838089519388,8,8,0
64,5,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,1.6443506488731199,1.6157449017124215,0.02859977169515314,1,1,0
65,5,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,2.473322110238267,2.392598160954603,0.04033461424661622,1,1,0
66,5,3,1,PublicationData_Expert,2,Computer_terminal,3,0.89653246481707,0,0,0,0,1.6066130856106344,1.5134714985926405,0.050662925231738654,2,2,0
67,10,3,1,SpeciesSightingsData_Expert,1,SpeciesSightingsData_Expert,1,0.8419320886531508,1,1,1,0,1.0847900260311614,1.0841947320160903,0.049461148250827036,1,1,0
68,6,3,1,VideoContentAnalysis_Expert,3,,0,0.4597823937183505,0,0,0,0,1.2889285188710333,1.1737847736505582,0.048810309611859,5,3,1
69,7,3,1,VideoAnalysis_Expert,1,Validation_Expert,5,0.9,1,0,0,0,1.3751818372928502,1.4157758792640909,0.055490832463533396,1,1,0
70,10,3,0,PythonDebugging_Expert,4,PythonDebugging_Expert,1,0.8149414231533094,0,1,0,0,1.0528336465818218,1.0795175421842125,0.098189271359583,4,4,0
71,8,3,6,Verification_Expert,5,Bioinformatics_Expert,4,0.901353430030701,0,0,0,0,1.0573472302447555,1.0545232630783345,0.055973068069065345,1,5,1
72,10,3,2,Validation_Expert,9,Computer_terminal,2,0.9,0,0,0,0,1.2915197991389378,1.179436748321758,0.04084187817615004,9,9,0
73,10,3,8,Verification_Expert,0,DataAnalysis_Expert,3,0.9,0,0,0,0,1.7230650854193614,1.6611656372033525,0.05034170343438282,0,0,0
74,10,3,6,Geometry_Expert,0,Geometry_Expert,4,0.9,0,1,0,0,1.735471919608761,1.7258277438077294,0.061121157929892145,0,0,0
75,9,3,5,Verification_Expert,3,DataCollection_Expert,2,0.9,0,0,0,0,1.3041958003953111,1.2490112266391395,0.060917536027594636,3,3,0
76,6,3,0,DataAnalysis_Expert,0,DataAnalysis_Expert,3,0.9,1,1,1,0,2.1451096400492164,2.1565953261523534,0.03651816915751638,0,0,0
77,10,3,4,ModelEvaluation_Interpretation_Expert,3,ModelEvaluation_Interpretation_Expert,5,0.9008010010439504,0,1,0,0,1.0112468070368208,1.0100395013806274,0.008228393231043518,6,3,1
78,10,3,8,API_Expert,3,API_Expert,3,0.9,0,1,0,0,1.7246373605189436,1.7129897595110077,0.05090446122452971,3,3,0
79,10,3,1,MilitaryHistory_Expert,6,Whitney_Collection_Expert,3,0.9027274856502248,0,0,0,0,1.0323857666120335,1.0261473959573215,0.027015817676561707,9,6,1
80,10,3,8,InformationExtraction_Expert,3,,0,0.49978213986299175,0,0,0,0,1.598279392332927,1.504734956903496,0.05075705631189176,3,3,0
81,10,3,1,WebDevelopment_Expert,0,Web_Design_Expert,3,0.8378426957773644,0,0,0,0,1.1073015733153084,1.286482933725864,0.2708063662688842,0,0,0
82,10,3,4,ArtHistory_Expert,8,Computer_terminal,3,0.9006930084453468,0,0,0,0,1.00504312152402,1.004739818349918,0.003556983821399684,4,8,1
83,10,3,0,ISBNCheckDigit_Expert,0,ISBNCheckDigit_Expert,1,0.667155941550489,1,1,1,0,1.8403159932017439,1.7294773138086872,0.10739843940756483,0,0,0
84,10,3,3,WebServing_Expert,3,Validation_Expert,4,0.9,1,0,0,0,1.617073460936815,1.524877661267438,0.050454622511899694,3,3,0
85,8,3,5,CorporateHistory_IPOs_MondayCom_Expert,5,CorporateHistory_IPOs_MondayCom_Expert,1,0.5492010407357326,1,1,1,0,1.375181837290803,1.4157681142558551,0.05549024671893377,5,5,0
86,10,3,8,Blu-Ray_Expert,9,,0,0.17561804631536396,0,0,0,0,2.139572367188335,2.1513880010462736,0.03551256786376378,9,9,0
87,7,3,3,Verification_Expert,5,WebServing_Expert,4,0.9,0,0,0,0,1.6065928541059928,1.513452109058958,0.05066218170463937,5,5,0
88,9,3,1,Music_Critic_Expert,4,MusicHistorian_Expert,4,0.9009386962280223,0,0,0,0,1.0494917955013572,1.0676313827273747,0.08694999894177072,4,4,0
89,8,3,4,Verification_Expert,4,Verification_Expert,2,0.8969652060695286,1,1,1,0,1.3007534418895734,1.2229092895940352,0.05879471046322528,4,4,0
90,8,3,4,Locomotive_Expert,4,Locomotive_Expert,2,0.7749925110245857,1,1,1,0,1.3156053866625734,1.4168290623113065,0.06344191295807344,4,4,0
91,10,3,5,MusicTheory_Expert,5,Verification_Expert,4,0.9,1,0,0,0,1.2995749836052928,1.2123971912733926,0.05744170759497347,5,5,0
92,10,3,4,AlgorithmDesign_Expert,4,Computer_terminal,4,0.9,1,0,0,0,2.0894334176555827,2.0696356833862666,0.06832800738079636,4,4,0
93,7,3,1,Data_Collection_Expert,1,Data_Collection_Expert,4,0.9,1,1,1,0,1.321175936462001,1.222802229236812,0.07159305201105948,1,1,0
94,6,3,0,PythonDebugging_Expert,0,PythonDebugging_Expert,2,0.9,1,1,1,0,1.719191845668838,1.703906708229675,0.05134121251049806,0,0,0
95,10,3,1,DataExtraction_Expert,6,,0,0.4961371623213171,0,0,0,0,1.6130812608938963,1.520490271677973,0.05047646099794778,6,6,0
96,8,3,2,Tickets_Pricing_Expert,3,Tickets_Pricing_Expert,3,0.9,0,1,0,0,1.2957696567263772,1.1875440485654172,0.0409732623528015,3,3,0
97,10,3,7,Poetry_Expert,9,Poetry_Expert,2,0.9016170305127016,0,1,0,0,1.0528336465852686,1.079265239260872,0.09791142674940556,7,9,1
98,7,3,0,JSON_Expert,4,,0,0.33932878502564834,0,0,0,0,1.890941259505122,1.7989388172155842,0.11797262797426222,4,4,0
99,6,3,2,Polish_TV_Series_Expert,2,Polish_TV_Series_Expert,2,0.7175599130010063,1,1,1,0,1.3751818372928233,1.4157736645720553,0.05548871409068318,2,2,0
100,8,3,2,HawaiiRealEstate_Expert,2,HawaiiRealEstate_Expert,2,0.9,1,1,1,0,1.2833830189994748,1.1663353336827504,0.041575030614093955,2,2,0
101,8,3,0,PythonDebugging_Expert,4,Verification_Expert,1,0.6548518907816492,0,0,0,0,1.3009669070825398,1.2251869704130525,0.05905665218266354,4,4,0
102,10,3,1,WaybackMachine_Expert,3,MenuAnalysis_Expert,3,0.9,0,0,0,0,1.1245579741873915,1.4022608174202906,0.11509129871893281,3,3,0
103,7,3,1,Debugging_Expert,6,Verification_Expert,1,0.5127607153100666,0,0,0,0,1.626041832672259,1.5354860494510347,0.050131039132330676,6,6,0
104,10,3,1,Data_Retrieval_Expert,6,,0,0.22862262132371858,0,0,0,0,1.064376711084893,1.944749505322657,0.7935015823538185,2,6,1
105,10,3,5,WebServing_Expert,0,WebServing_Expert,3,0.9,0,1,0,0,1.3859235731201034,1.4171602670785588,0.054031402840885145,0,0,0
106,10,3,2,Culinary_Awards_Expert,7,Ali_Khan_Shows_and_New_Mexican_Cuisine_Expert,3,0.9,0,0,0,0,1.5979693102476844,1.5044128172570361,0.05075942328634118,7,7,0
107,9,3,0,DataAnalysis_Expert,6,Computer_terminal,3,0.9,0,0,0,0,1.4410148708526735,1.4261931179626517,0.04533651487379142,6,6,0
108,6,3,1,Verification_Expert,2,Computer_terminal,1,0.9,0,0,0,0,1.3990070177053402,1.635067572506861,0.0971602322660089,2,2,0
109,10,3,6,Boggle_Board_Expert,4,Boggle_Board_Expert,2,0.9,0,1,0,0,1.719191845668838,1.703906708229675,0.05134121251049806,4,4,0
110,10,3,5,Clinical_Trial_Data_Analysis_Expert,5,Clinical_Trial_Data_Analysis_Expert,4,0.9,1,1,1,0,1.6066130856106353,1.5134729181735354,0.05066314521977677,5,5,0
111,10,3,9,Neurology_Expert,9,Neurology_Expert,1,0.8012207505008573,1,1,1,0,1.0501303156120756,1.0819770470533039,0.10396597518055559,9,9,0
112,10,3,8,Vegan_Food_Expert,9,Verification_Expert,1,0.9034668455131432,0,0,0,0,1.1280431221980372,1.4519181359339952,0.32364109400622726,9,9,0
113,10,3,2,WikipediaHistory_Expert,9,Wikipedia_Editor_Expert,2,0.9053048337357239,0,0,0,0,1.0538823507212678,1.0471570526010718,0.06497946930580084,7,9,1
114,9,3,5,DataVerification_Expert,6,Geography_Expert,2,0.9,0,0,0,0,1.053740666897655,1.0836076388359945,0.10182279402371763,6,6,0
115,9,3,3,DataVerification_Expert,2,DataVerification_Expert,6,0.9,0,1,0,0,1.3257820246055567,1.4391551414472352,0.05666365606492291,2,2,0
116,10,3,1,GIS_DataAnalysis_Expert,4,AquaticEcosystems_InvasiveSpecies_Expert,4,0.9016068819978407,0,0,0,0,1.0528336465815842,1.0795214794159,0.09819018604848995,1,4,1
117,10,3,7,DataAnalysis_Expert,7,DataAnalysis_Expert,2,0.9,1,1,1,0,1.627773051554285,1.5380232448899926,0.05018925422535503,7,7,0
118,10,3,0,Debugging_Problem_Solving_Expert,7,Debugging_Problem_Solving_Expert,3,0.854779918557875,0,1,0,0,1.0915168086308493,1.1094003565697816,0.053545713946470896,0,7,1
119,6,3,1,Verification_Expert,1,Verification_Expert,2,0.9,1,1,1,1,3.0,3.0,0.0,1,1,0
120,10,3,2,Movie_Expert,2,Movie_Expert,2,0.9,1,1,1,0,1.5451062430049252,1.5621327444996291,0.048465501620748586,2,2,0
121,10,3,3,Church_Historian_Expert,9,Church_Historian_Expert,4,0.9007260615603402,0,1,0,0,1.0176163825342472,1.015023658395838,0.012910182208957455,9,9,0
122,10,3,4,MerriamWebsterWordOfTheDay_Historian_Expert,8,Verification_Expert,1,0.9,0,0,0,0,1.3046149855183926,1.255781548801852,0.06135048078057645,8,8,0
123,7,3,2,Research_Expert,0,Research_Expert,6,0.903129588186577,0,1,0,0,1.0329033266219383,1.0229649459331374,0.024547235332817774,3,0,1
124,5,3,1,GameTheory_Expert,4,VerificationExpert,3,0.746442724721584,0,0,0,0,1.3110172945211358,1.341995697488452,0.06564938189544689,2,4,1
125,10,3,8,WebServing_Expert,0,WebServing_Expert,7,0.9,0,1,0,0,1.2778185058466314,1.157349755502953,0.043524402144561714,0,0,0
